[0] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   28 / 165 W |     0 / 24576 MB |
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 36°C,  ?? %,  86 % (E:   0 %  D:   0 %),  170 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 35°C,  ?? %,  74 % (E:   0 %  D:   0 %),   69 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 36°C,  ?? %,  47 % (E:   0 %  D:   0 %),   59 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,  69 % (E:   0 %  D:   0 %),  135 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 34°C,  ?? %,   0 % (E:   0 %  D:   0 %),   50 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 37°C,  ?? %,  39 % (E:   0 %  D:   0 %),   78 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 35°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 35°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 35°C,  ?? %,  37 % (E:   0 %  D:   0 %),   82 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,  53 % (E:   0 %  D:   0 %),  105 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 36°C,  ?? %,   0 % (E:   0 %  D:   0 %),   49 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 34°C,  ?? %,   0 % (E:   0 %  D:   0 %),   32 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 37°C,  ?? %,   0 % (E:   0 %  D:   0 %),  162 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 37°C,  ?? %,  44 % (E:   0 %  D:   0 %),   51 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 35°C,  ?? %,   0 % (E:   0 %  D:   0 %),   32 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 35°C,  ?? %,  22 % (E:   0 %  D:   0 %),   61 / 165 W | 11635 / 24576 MB | jgong:python/509402(11620M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,  66 % (E:   0 %  D:   0 %),  125 / 165 W | 12203 / 24576 MB | jgong:python/509402(12188M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 36°C,  ?? %,   0 % (E:   0 %  D:   0 %),   50 / 165 W | 12203 / 24576 MB | jgong:python/509402(12188M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 35°C,  ?? %,   0 % (E:   0 %  D:   0 %),   32 / 165 W | 12203 / 24576 MB | jgong:python/509402(12188M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,  41 % (E:   0 %  D:   0 %),   80 / 165 W | 12203 / 24576 MB | jgong:python/509402(12188M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,  44 % (E:   0 %  D:   0 %),  163 / 165 W | 12779 / 24576 MB | jgong:python/509402(12764M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 36°C,  ?? %,   0 % (E:   0 %  D:   0 %),   32 / 165 W | 12779 / 24576 MB | jgong:python/509402(12764M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,  40 % (E:   0 %  D:   0 %),   71 / 165 W | 12779 / 24576 MB | jgong:python/509402(12764M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,  64 % (E:   0 %  D:   0 %),  118 / 165 W | 12779 / 24576 MB | jgong:python/509402(12764M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 37°C,  ?? %,   0 % (E:   0 %  D:   0 %),   50 / 165 W | 12779 / 24576 MB | jgong:python/509402(12764M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,  66 % (E:   0 %  D:   0 %),   53 / 165 W | 12779 / 24576 MB | jgong:python/509402(12764M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 37°C,  ?? %,  41 % (E:   0 %  D:   0 %),   68 / 165 W | 12779 / 24576 MB | jgong:python/509402(12764M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,   1 % (E:   0 %  D:   0 %),   50 / 165 W | 12779 / 24576 MB | jgong:python/509402(12764M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 36°C,  ?? %,   0 % (E:   0 %  D:   0 %),   32 / 165 W | 12779 / 24576 MB | jgong:python/509402(12764M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,  66 % (E:   0 %  D:   0 %),   61 / 165 W | 12779 / 24576 MB | jgong:python/509402(12764M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,   0 % (E:   0 %  D:   0 %),   50 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 37°C,  ?? %,   0 % (E:   0 %  D:   0 %),   50 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,  41 % (E:   0 %  D:   0 %),   60 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,  23 % (E:   0 %  D:   0 %),  120 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,   0 % (E:   0 %  D:   0 %),   50 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,  44 % (E:   0 %  D:   0 %),  156 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,  19 % (E:   0 %  D:   0 %),   52 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,  23 % (E:   0 %  D:   0 %),   66 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,   0 % (E:   0 %  D:   0 %),   50 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,   8 % (E:   0 %  D:   0 %),   94 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,  41 % (E:   0 %  D:   0 %),   60 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,  49 % (E:   0 %  D:   0 %),   54 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 37°C,  ?? %,   0 % (E:   0 %  D:   0 %),   33 / 165 W | 13371 / 24576 MB | jgong:python/509402(13356M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,   1 % (E:   0 %  D:   0 %),   51 / 165 W | 14045 / 24576 MB | jgong:python/509402(14030M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,  37 % (E:   0 %  D:   0 %),   57 / 165 W | 14045 / 24576 MB | jgong:python/509402(14030M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 14045 / 24576 MB | jgong:python/509402(14030M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,  59 % (E:   0 %  D:   0 %),   45 / 165 W | 14045 / 24576 MB | jgong:python/509402(14030M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 41°C,  ?? %,  54 % (E:   0 %  D:   0 %),  122 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,   0 % (E:   0 %  D:   0 %),   33 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,  86 % (E:   0 %  D:   0 %),   75 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 42°C,  ?? %,  57 % (E:   0 %  D:   0 %),   68 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,   0 % (E:   0 %  D:   0 %),   33 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,  48 % (E:   0 %  D:   0 %),   45 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 42°C,  ?? %,  37 % (E:   0 %  D:   0 %),  107 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,  59 % (E:   0 %  D:   0 %),   91 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 42°C,  ?? %,  59 % (E:   0 %  D:   0 %),  163 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,  64 % (E:   0 %  D:   0 %),  170 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,   0 % (E:   0 %  D:   0 %),   33 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,  58 % (E:   0 %  D:   0 %),   52 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,  94 % (E:   0 %  D:   0 %),  139 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 38°C,  ?? %,   0 % (E:   0 %  D:   0 %),   33 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,  74 % (E:   0 %  D:   0 %),   63 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 41°C,  ?? %,  58 % (E:   0 %  D:   0 %),  149 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 41°C,  ?? %,  75 % (E:   0 %  D:   0 %),   52 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 41°C,  ?? %,  24 % (E:   0 %  D:   0 %),   90 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,   0 % (E:   0 %  D:   0 %),   52 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 41°C,  ?? %,  59 % (E:   0 %  D:   0 %),   51 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,   0 % (E:   0 %  D:   0 %),   52 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 41°C,  ?? %,   1 % (E:   0 %  D:   0 %),   52 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,   0 % (E:   0 %  D:   0 %),   33 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,  44 % (E:   0 %  D:   0 %),  174 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 42°C,  ?? %,  36 % (E:   0 %  D:   0 %),   78 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,   0 % (E:   0 %  D:   0 %),   51 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,   0 % (E:   0 %  D:   0 %),   33 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 42°C,  ?? %,  71 % (E:   0 %  D:   0 %),   76 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 41°C,  ?? %,   0 % (E:   0 %  D:   0 %),   52 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 39°C,  ?? %,   0 % (E:   0 %  D:   0 %),   33 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 42°C,  ?? %,  58 % (E:   0 %  D:   0 %),  174 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 41°C,  ?? %,  17 % (E:   0 %  D:   0 %),   53 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,   0 % (E:   0 %  D:   0 %),   33 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 42°C,  ?? %,  72 % (E:   0 %  D:   0 %),  112 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 42°C,  ?? %,  63 % (E:   0 %  D:   0 %),   57 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 40°C,  ?? %,   0 % (E:   0 %  D:   0 %),   33 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 43°C,  ?? %,  56 % (E:   0 %  D:   0 %),   88 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 45°C,  ?? %,  69 % (E:   0 %  D:   0 %),  174 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 41°C,  ?? %,   0 % (E:   0 %  D:   0 %),   52 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 41°C,  ?? %,  47 % (E:   0 %  D:   0 %),   76 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 44°C,  ?? %,  70 % (E:   0 %  D:   0 %),   57 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
[1] NVIDIA A30 | 28°C,  ?? %,   0 % (E:   0 %  D:   0 %),   29 / 165 W |     3 / 24576 MB |
[0] NVIDIA A30 | 41°C,  ?? %,   0 % (E:   0 %  D:   0 %),   52 / 165 W | 14801 / 24576 MB | jgong:python/509402(14786M)
